Significant,-LOG(P-value),Difference,T:.Protein.IDs,T:.Majority.protein.IDs,T:.Protein.names,T:.Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,C:.Only.identified.by.site,C:.Reverse,C:.Potential.contami1000t,N:.Peptides,N:.Mol..weight.[kDa],N:.Valid.values,N:.Valid.values.15.min,N:.Valid.values.30.min,N:.Valid.values.60.min,N:.Valid.values.unstim,15.min.FG.167.neu,15.min.FG.168.neu,15.min.FG.169.neu,15.min.FG.170.neu,30.min.FG171.neu,30.min.FG172.neu,30.min.FG173.neu,30.min.FG174.neu,60.min.FG175.neu,60.min.FG176.neu,60.min.FG177.neu,60.min.FG178.neu,unstim.FG163.neu,unstim.FG164.neu,unstim.FG165.neu,unstim.FG166.neu,ORIGIN,PULLED_PROTEIN,KO
FALSE,0.542441573104347,-0.635950088500977,Q6PR54,Q6PR54,Telomere-associated protein RIF1,Rif1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,21,266.23,16,4,4,4,4,12.9507684707642,13.9319686889648,14.0734691619873,12.6461687088013,12.4465684890747,13.4306688308716,13.3601684570313,15.1953687667847,12.8215684890747,13.1508684158325,12.5380687713623,13.4653692245483,13.8913688659668,14.977068901062,14.2805690765381,12.9971685409546,15,MYD88,IRAK1
TRUE,4.7991882629528,4.41464996337891,Q6R891,Q6R891,Neurabin-2,Ppp1r9b,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,17,89.519,16,4,4,4,4,19.738468170166,19.8232688903809,20.818868637085,20.4977684020996,18.6954689025879,18.6498680114746,18.5519676208496,18.1865692138672,18.138069152832,17.5661678314209,17.5985679626465,17.3480682373047,15.0991687774658,15.9991683959961,16.0504684448242,16.0709686279297,15,MYD88,IRAK1
FALSE,0.880352774571969,1.13444018363953,Q6RHR9,Q6RHR9,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",Magi1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,161.97,16,4,4,4,4,9.94606876373291,10.3706684112549,12.1928691864014,10.7188692092896,12.1485691070557,10.673378944397,10.8803691864014,9.40772914886475,9.56256866455078,11.5796689987183,13.2043685913086,9.86586856842041,8.49846839904785,9.63965892791748,10.0449686050415,10.5076189041138,15,MYD88,IRAK1
FALSE,0.831724264118696,0.423624992370605,Q6RI63,Q6RI63,Constitutive coactivator of peroxisome proliferator-activated receptor gamma,Fam120b,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,89.312,15,4,4,3,4,13.1498689651489,13.3544683456421,12.8088684082031,13.1260690689087,12.4532690048218,12.9913692474365,13.5553684234619,13.2791690826416,13.109468460083,NA,12.3022689819336,13.0665683746338,12.1698684692383,12.6161689758301,12.6770687103271,13.2816686630249,15,MYD88,IRAK1
FALSE,0.197537691890974,-0.345400333404541,Q6RT24,Q6RT24,Centromere-associated protein E,Cenpe,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,12,286.52,16,4,4,4,4,13.2099685668945,10.9577684402466,13.2044687271118,13.315468788147,13.38196849823,10.6596689224243,14.1166687011719,11.6218690872192,13.1753692626953,11.3127689361572,12.6657686233521,11.8658685684204,11.8921689987183,13.6078691482544,13.1586685180664,13.410569190979,15,MYD88,IRAK1
TRUE,2.59404862679138,2.44347524642944,Q6URW6,Q6URW6,Myosin-14,Myh14,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,14,228.58,16,4,4,4,4,19.3683681488037,19.725269317627,20.2377681732178,19.743968963623,20.5338687896729,17.5560684204102,19.4615688323975,20.5066680908203,20.322868347168,19.8146686553955,19.7522678375244,19.9169692993164,16.0719680786133,17.4824676513672,17.4671688079834,18.2798690795898,15,MYD88,IRAK1
TRUE,4.8864660347546,3.24642539024353,Q6V595,Q6V595,Kelch-like protein 6,Klhl6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,16,70.19,16,4,4,4,4,17.8551692962646,17.5567684173584,17.6839694976807,17.6487693786621,15.1942682266235,15.651668548584,16.3659687042236,14.6358690261841,15.3712682723999,15.2022686004639,14.6283683776855,15.0030689239502,13.7262687683105,14.7223682403564,14.5445690155029,14.7657690048218,15,MYD88,IRAK1
FALSE,0.767399104688827,0.809666315714519,Q6W3F0,Q6W3F0,Prolyl 4-hydroxylase subunit alpha-3,P4ha3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,60.974,13,3,3,4,3,NA,14.9926681518555,15.2321681976318,14.9553689956665,15.8748683929443,NA,15.4954681396484,15.3565683364868,15.1120681762695,14.2172689437866,14.6565685272217,14.0324687957764,13.4333686828613,NA,14.2293691635132,15.0884685516357,15,MYD88,IRAK1
FALSE,0.158549909932387,0.354950189590454,Q6WKZ8,Q6WKZ8,E3 ubiquitin-protein ligase UBR2,Ubr2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,6,199.15,16,4,4,4,4,11.2612686157227,12.746768951416,13.7221689224243,11.5411691665649,12.6117687225342,11.3090686798096,10.4593191146851,11.6440687179565,10.461968421936,12.397068977356,11.4909687042236,9.77595901489258,11.2930688858032,13.4064683914185,10.5349683761597,12.6170692443848,15,MYD88,IRAK1
FALSE,0.661897340079287,0.819100856781006,Q6WVG3,Q6WVG3,BTB/POZ domain-containing protein KCTD12,Kctd12,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,9,35.892,16,4,4,4,4,17.1113681793213,17.54176902771,19.2700691223145,17.5499687194824,17.9002685546875,17.6530685424805,16.4808692932129,16.6984691619873,18.1037693023682,16.8584690093994,17.3000679016113,17.7398681640625,16.078067779541,17.2529678344727,17.0980682373047,17.7676677703857,15,MYD88,IRAK1
FALSE,0.0998223312934553,-0.115902423858643,Q6Y5D8,Q6Y5D8,Rho GTPase-activating protein 10,Arhgap10,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,89.365,16,4,4,4,4,9.72146892547607,10.6506690979004,11.184268951416,9.95555877685547,10.7445688247681,11.6022691726685,8.96120834350586,10.0398788452148,9.95206928253174,10.0725688934326,10.027928352356,10.911768913269,9.9401683807373,11.1853685379028,10.2687692642212,10.5812692642212,15,MYD88,IRAK1
FALSE,0.351553927886085,0.279400110244751,Q6Y7W8,Q6Y7W8,PERQ amino acid-rich with GYF domain-containing protein 2,Gigyf2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,16,149.19,16,4,4,4,4,16.1844692230225,16.9781684875488,16.4620685577393,16.3031692504883,16.6075687408447,16.507568359375,15.7064685821533,15.7312688827515,16.3422679901123,16.1614685058594,15.7335681915283,15.97926902771,15.3828687667847,16.3641681671143,16.2852687835693,16.7779693603516,15,MYD88,IRAK1
FALSE,0.35605096087118,0.333874940872192,Q6ZPE2,Q6ZPE2,Myotubularin-related protein 5,Sbf1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,13,208.69,16,4,4,4,4,14.3232688903809,14.5277690887451,14.9141683578491,14.4929685592651,14.2293691635132,14.6772689819336,13.7105684280396,14.0933685302734,14.5228691101074,14.0838689804077,13.0076684951782,13.3062686920166,13.2140684127808,14.3607692718506,14.2669687271118,15.0808687210083,15,MYD88,IRAK1
FALSE,0.804810016852406,1.13072228431702,Q6ZPG2,Q6ZPG2,WD repeat-containing protein 90,Wdr90,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,202.97,14,4,3,3,4,12.1040687561035,12.0662689208984,12.3266687393188,10.4087686538696,9.46879863739014,10.2926588058472,NA,10.6339683532715,NA,9.74322891235352,9.75021839141846,9.26160907745361,11.5203685760498,9.48887920379639,9.84786891937256,11.5257692337036,15,MYD88,IRAK1
FALSE,0.573318208567375,0.398725509643555,Q6ZPL9,Q6ZPL9,ATP-dependent RNA helicase DDX55,Ddx55,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,12,68.464,16,4,4,4,4,17.8535690307617,17.2690677642822,17.1504688262939,16.8061695098877,17.0765686035156,17.2565689086914,17.2829685211182,17.241569519043,17.3667678833008,16.8293685913086,16.2958679199219,16.4885692596436,16.182767868042,17.0857677459717,16.9168682098389,17.2989692687988,15,MYD88,IRAK1
FALSE,0.266984536989532,0.385200262069702,Q6ZPR5,Q6ZPR5,Sphingomyelin phosphodiesterase 4,Smpd4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,93.275,16,4,4,4,4,11.2752685546875,12.6289691925049,12.9421691894531,12.4275684356689,12.1468687057495,13.4461688995361,12.2840690612793,13.2282686233521,13.2790689468384,12.1781692504883,10.7684688568115,12.2775688171387,11.5098686218262,12.5991687774658,10.8124685287476,12.8116683959961,15,MYD88,IRAK1
FALSE,0.272106074555196,0.28184962272644,Q6ZPR6,Q6ZPR6,Inhibitor of Bruton tyrosine kinase,Ibtk,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,33,149.57,16,4,4,4,4,15.9626684188843,16.7308692932129,16.9785690307617,16.4245681762695,16.8780689239502,16.7522678375244,16.4622688293457,16.3907680511475,18.4054679870605,16.0162677764893,15.7160682678223,15.9097681045532,15.2022686004639,16.4440689086914,16.389669418335,16.9332695007324,15,MYD88,IRAK1
FALSE,0.215528164001624,0.202250003814697,Q6ZPT1,Q6ZPT1,Kelch-like protein 9,Klhl9,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,69.399,16,4,4,4,4,10.7557687759399,11.0344686508179,11.7515687942505,11.0744686126709,11.2532691955566,11.4418687820435,11.5928688049316,11.6487684249878,12.0802688598633,11.1435689926147,10.8399686813354,10.8388690948486,10.1580686569214,11.3653688430786,10.7709684371948,11.5128688812256,15,MYD88,IRAK1
FALSE,0.0260885040784217,-0.0346503257751465,Q6ZPY2,Q6ZPY2,Protein SMG5,Smg5,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,8,114.07,16,4,4,4,4,14.100869178772,15.4203681945801,14.3558683395386,14.1636686325073,14.3500690460205,13.7037687301636,13.8395690917969,13.9346685409546,14.3434686660767,14.7995681762695,13.79416847229,14.0373687744141,15.1589689254761,13.8607692718506,14.084568977356,15.0750684738159,15,MYD88,IRAK1
FALSE,0.201370071190739,0.189674377441406,Q6ZPZ3,Q6ZPZ3,Zinc finger CCCH domain-containing protein 4,Zc3h4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,16,140.97,16,4,4,4,4,17.2725677490234,17.9642677307129,17.7970676422119,17.5658683776855,17.7365684509277,17.8777694702148,17.5184688568115,17.812068939209,17.4748687744141,17.5319690704346,17.3540687561035,17.5839691162109,16.4753684997559,17.5636692047119,17.78346824646,18.0185680389404,15,MYD88,IRAK1
FALSE,0.756405802940152,0.688324689865112,Q6ZQ03,Q6ZQ03,Formin-binding protein 4,Fnbp4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,10,111.24,16,4,4,4,4,15.2170686721802,16.4509677886963,16.5271682739258,15.528468132019,15.8944683074951,15.6568689346313,16.2730693817139,16.5303688049316,16.4281692504883,16.6175689697266,14.5991687774658,14.7088689804077,14.57066822052,15.0940685272217,15.2659683227539,16.0396690368652,15,MYD88,IRAK1
FALSE,0.278360107815404,0.292299747467041,Q6ZQ08,Q6ZQ08,CCR4-NOT transcription complex subunit 1,Cnot1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,38,266.8,16,4,4,4,4,16.1267681121826,16.388069152832,16.7067680358887,16.583667755127,16.531867980957,16.2407684326172,15.5424690246582,15.3654689788818,16.4190692901611,16.5390682220459,15.3955688476563,15.6976690292358,14.9321689605713,16.5767688751221,16.3718681335449,16.7552680969238,15,MYD88,IRAK1
FALSE,0.459319392440947,0.495716253916422,Q6ZQ29,Q6ZQ29,Serine/threonine-protein kinase TAO2,Taok2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,139.3,14,3,4,3,4,NA,11.3474683761597,11.2323684692383,11.6007690429688,11.7972688674927,10.8013286590576,11.8333692550659,11.4136686325073,11.5436687469482,11.1517686843872,10.8617687225342,NA,9.78976917266846,10.8765687942505,11.3577690124512,11.5671691894531,15,MYD88,IRAK1
TRUE,1.22584481574605,2.47494959831238,Q6ZQ38,Q6ZQ38,Cullin-associated NEDD8-dissociated protein 1,Cand1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,136.33,16,4,4,4,4,16.5593681335449,13.2728691101074,17.2207679748535,16.771068572998,16.1367683410645,16.9959678649902,15.5957689285278,16.5718688964844,15.671368598938,15.2515687942505,15.5296688079834,16.075569152832,12.1815690994263,13.2650690078735,13.5511684417725,14.9264688491821,15,MYD88,IRAK1
FALSE,0.364290083868702,0.288475036621094,Q6ZQ58,Q6ZQ58,La-related protein 1,Larp1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,51,121.12,16,4,4,4,4,21.6203689575195,21.9170684814453,22.0765686035156,21.9494686126709,22.139669418335,21.7230682373047,21.6484680175781,22.1027679443359,21.6824684143066,21.4453678131104,21.290168762207,21.3449687957764,20.862268447876,21.7653694152832,21.3632678985596,22.4186687469482,15,MYD88,IRAK1
FALSE,0.395319894547705,-0.918149789174398,Q6ZQ88,Q6ZQ88,Lysine-specific histone demethylase 1A,Kdm1a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,92.849,7,2,1,1,3,9.10186862945557,11.3535690307617,NA,NA,NA,NA,9.25464916229248,NA,NA,NA,10.5542688369751,NA,10.5433683395386,11.1945686340332,11.6996688842773,NA,15,MYD88,IRAK1
FALSE,0.0135730690199828,0.0196747779846191,Q6ZQF0,Q6ZQF0,DNA topoisomerase 2-binding protein 1,Topbp1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,8,168.86,16,4,4,4,4,12.6797685623169,13.5526685714722,11.9591684341431,12.9958686828613,12.6644687652588,11.6911687850952,12.2425689697266,12.2321691513062,12.5111684799194,11.2612686157227,11.6431684494019,8.8497486114502,12.4836692810059,13.8034687042236,12.6742687225342,12.1473684310913,15,MYD88,IRAK1
FALSE,0.37801989013443,0.831932544708252,Q6ZQH8,Q6ZQH8,Nucleoporin NUP188 homolog,Nup188,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,196.69,15,4,4,3,4,9.55612850189209,9.98896884918213,11.7542686462402,12.1720685958862,11.5067691802979,11.5791692733765,11.0213689804077,9.76186847686768,12.2615690231323,8.63538837432861,11.371169090271,NA,11.0669689178467,9.00803852081299,8.6334285736084,11.4352684020996,15,MYD88,IRAK1
FALSE,0.654418602459811,0.354708353678385,Q6ZQJ5,Q6ZQJ5,DNA replication ATP-dependent helicase/nuclease DNA2;DNA replication nuclease DNA2;DNA replication ATP-dependent helicase DNA2,Dna2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,119.45,15,4,4,4,3,11.7386684417725,12.0025691986084,11.874568939209,11.9211692810059,10.4287586212158,11.0369691848755,10.657769203186,11.1662683486938,11.5678691864014,10.7266683578491,10.1105089187622,10.6336688995361,10.9441690444946,NA,11.7837686538696,11.8606691360474,15,MYD88,IRAK1
FALSE,0.909667645279094,0.467725038528442,Q6ZQK0,Q6ZQK0,Condensin-2 complex subunit D3,Ncapd3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,18,169.43,16,4,4,4,4,14.5576686859131,14.7341690063477,15.1269683837891,14.4606685638428,13.9588689804077,14.0963687896729,15.0616683959961,14.8165683746338,14.1628684997559,14.1234683990479,14.117769241333,14.9975681304932,13.6188688278198,14.3874683380127,14.4182691574097,14.5839681625366,15,MYD88,IRAK1
FALSE,0.237497582970525,0.147075176239014,Q6ZQL4,Q6ZQL4,WD repeat-containing protein 43,Wdr43,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,16,75.38,16,4,4,4,4,16.5281677246094,16.9871692657471,17.0645694732666,16.9271678924561,15.9648685455322,17.5543689727783,15.7420682907104,17.6454677581787,15.2248687744141,15.4308681488037,15.4138689041138,15.7813682556152,16.7782688140869,17.2076683044434,16.7927684783936,16.1400680541992,15,MYD88,IRAK1
FALSE,0.541798251724053,0.430000782012939,Q6ZWN5,Q6ZWN5,40S ribosomal protein S9,Rps9,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,11,22.591,16,4,4,4,4,24.9670696258545,25.4244689941406,25.7695693969727,25.3510684967041,24.9499683380127,25.4546680450439,26.0169677734375,25.991268157959,25.6742687225342,25.2255687713623,25.1382694244385,25.245267868042,24.0455684661865,25.1945686340332,24.9506683349609,25.6013679504395,15,MYD88,IRAK1
FALSE,0.326025248420706,-0.546324729919434,Q6ZWQ0,Q6ZWQ0,Nesprin-2,Syne2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,782.72,16,4,4,4,4,6.75711917877197,6.7920389175415,8.78101921081543,5.98121929168701,9.32964897155762,8.93332862854004,6.92853927612305,9.22340869903564,4.09411907196045,7.4436092376709,6.26145839691162,6.3196382522583,8.3372688293457,8.24953842163086,6.93222904205322,6.97765922546387,15,MYD88,IRAK1
FALSE,0.717623344914108,0.479650020599365,Q6ZWS8,Q6ZWS8,Speckle-type POZ protein,Spop,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,9,42.132,16,4,4,4,4,18.0022678375244,18.3563690185547,18.0243682861328,17.8716678619385,18.5618686676025,18.2679691314697,17.5011692047119,17.4993686676025,17.8110694885254,17.04176902771,17.438268661499,17.8591690063477,16.78466796875,17.4903678894043,17.8059692382813,18.2550678253174,15,MYD88,IRAK1
FALSE,0.191575971454787,0.187150001525879,Q6ZWU9,Q6ZWU9,40S ribosomal protein S27,Rps27,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,9.461,16,4,4,4,4,23.0117683410645,23.2213687896729,23.2531681060791,23.17626953125,23.0991687774658,23.1873683929443,23.9040679931641,23.4566688537598,22.5854682922363,22.2742691040039,22.2433681488037,22.306468963623,21.9213695526123,23.2110691070557,23.0563678741455,23.7251682281494,15,MYD88,IRAK1
FALSE,0.101361620831817,-0.142574787139893,Q6ZWV3;P86048,Q6ZWV3;P86048,60S ribosomal protein L10;60S ribosomal protein L10-like,Rpl10;Rpl10l,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,11,24.604,16,4,4,4,4,23.9985694885254,24.0028686523438,25.0890693664551,24.7106685638428,24.8224678039551,24.3325691223145,24.1063690185547,24.1195678710938,24.743968963623,24.9254684448242,24.2002696990967,24.4982681274414,23.86496925354,25.4563694000244,23.8044681549072,25.2456684112549,15,MYD88,IRAK1
FALSE,0.198452804140371,0.266549587249756,Q6ZWV7,Q6ZWV7,60S ribosomal protein L35,Rpl35,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,14.552,16,4,4,4,4,24.7950687408447,25.4023685455322,25.8226680755615,25.3573684692383,25.6255683898926,25.6167678833008,24.6837692260742,25.931468963623,25.0106678009033,25.2718677520752,25.4697685241699,24.8935680389404,23.6942691802979,25.4695682525635,25.1977691650391,25.9496688842773,15,MYD88,IRAK1
FALSE,0.395085152747612,0.29040002822876,Q6ZWX6,Q6ZWX6,Eukaryotic translation initiation factor 2 subunit 1,Eif2s1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,14,36.108,16,4,4,4,4,18.5025691986084,19.4555683135986,19.5214691162109,19.4692687988281,18.7081680297852,18.6673679351807,17.8735694885254,17.7206687927246,18.2875690460205,18.0774688720703,17.7220687866211,18.5543689727783,18.6956691741943,19.2496681213379,18.4906692504883,19.3512687683105,15,MYD88,IRAK1
FALSE,1.11287704563361,0.796374797821045,Q6ZWY3,Q6ZWY3,40S ribosomal protein S27-like,Rps27l,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,9.4771,16,4,4,4,4,18.8500690460205,19.8922691345215,20.2629680633545,20.0196685791016,19.9408683776855,20.2622680664063,20.6241683959961,19.8493690490723,20.6439685821533,19.3531684875488,19.4212684631348,19.0432682037354,18.3691692352295,19.1470680236816,19.011869430542,19.3113689422607,15,MYD88,IRAK1
FALSE,0.935121298064619,-0.788549900054932,Q70FJ1,Q70FJ1,A-kinase anchor protein 9,Akap9,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,32,435.87,16,4,4,4,4,13.1287689208984,13.5713691711426,13.7531690597534,13.1412687301636,16.4945678710938,16.1884689331055,16.1632690429688,16.3610687255859,16.1974678039551,12.7149686813354,15.6587686538696,15.4210681915283,15.0138683319092,13.98996925354,13.1653690338135,14.579568862915,15,MYD88,IRAK1
FALSE,0.525575309744298,0.345699787139893,Q75NR7,Q75NR7,ATP-dependent DNA helicase Q4,Recql4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,24,135.12,16,4,4,4,4,16.7104682922363,17.0288677215576,17.348669052124,17.0231685638428,17.1072692871094,16.928768157959,16.9861679077148,16.9988689422607,17.0161685943604,16.5272693634033,16.6976680755615,15.9947681427002,15.9195690155029,16.8632678985596,16.72926902771,17.2162685394287,15,MYD88,IRAK1
TRUE,4.05156623076581,4.18354988098145,Q76I79,Q76I79,Protein phosphatase Slingshot homolog 1,Ssh1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,12,115.3,16,4,4,4,4,15.5745687484741,15.6831684112549,16.2717685699463,16.2231693267822,14.6610689163208,14.780068397522,13.9724683761597,14.3932685852051,14.4820690155029,14.6743688583374,13.5680685043335,14.0391683578491,11.0446691513062,11.5822687149048,11.4445686340332,12.9469690322876,15,MYD88,IRAK1
FALSE,0.558781921288714,0.517099857330322,Q76KJ5,Q76KJ5,DNA-directed RNA polymerase I subunit RPA34,Cd3eap,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,12,43.082,16,4,4,4,4,17.705867767334,18.6613693237305,18.2992687225342,18.6902694702148,18.5353679656982,18.9908695220947,18.074068069458,18.1823692321777,18.1421680450439,17.7831687927246,18.2091693878174,17.6843681335449,16.7716693878174,18.199369430542,17.8990688323975,18.4182682037354,15,MYD88,IRAK1
FALSE,0.0482640253621382,0.0997004508972168,Q76MZ3;Q7TNP2,Q76MZ3,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,Ppp2r1a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,65.322,16,4,4,4,4,17.1084690093994,14.9517688751221,17.9321689605713,17.7089691162109,17.4565677642822,18.4448680877686,13.7552690505981,14.9748687744141,13.7882690429688,17.6849689483643,17.1382694244385,17.9654693603516,16.2230682373047,16.6630687713623,17.0801677703857,17.3362693786621,15,MYD88,IRAK1
FALSE,0.833581023325821,0.999350070953369,Q78IK2,Q78IK2,Up-regulated during skeletal muscle growth protein 5,Usmg5,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,6.3814,16,4,4,4,4,16.5600681304932,16.6252689361572,18.1654682159424,16.8540687561035,16.6440677642822,16.8975677490234,17.7621688842773,16.5435676574707,16.7481689453125,16.3035678863525,16.4566688537598,16.5249691009521,14.9350681304932,15.9203681945801,16.1424694061279,17.2095680236816,15,MYD88,IRAK1
FALSE,0.754775137429031,0.584874153137207,Q78PY7,Q78PY7,Staphylococcal nuclease domain-containing protein 1,Snd1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,30,102.09,16,4,4,4,4,17.4516677856445,18.2484683990479,18.5408687591553,17.4567680358887,17.6689682006836,17.3913688659668,17.7321681976318,17.6206684112549,17.859468460083,17.5220680236816,17.3287677764893,17.2231693267822,16.5995693206787,17.7609691619873,17.3558692932129,17.6418685913086,15,MYD88,IRAK1
FALSE,0.168628486152369,-0.185549974441528,Q78WZ7,Q78WZ7,DNA-directed RNA polymerase I subunit RPA43,Twistnb,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,36.721,16,4,4,4,4,13.6643686294556,14.2522687911987,14.3922691345215,15.6039686203003,14.269868850708,13.8924684524536,14.8752689361572,16.3364677429199,15.7928686141968,15.4368686676025,12.376368522644,15.3122682571411,14.5022687911987,14.7389688491821,14.9823684692383,14.431468963623,15,MYD88,IRAK1
FALSE,0.232323203494987,0.356899738311768,Q78XF5,Q78XF5,Oligosaccharyltransferase complex subunit OSTC,Ostc,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,16.815,15,4,3,4,4,14.715368270874,14.1328687667847,15.1720685958862,14.6985683441162,14.8550682067871,14.7489681243896,14.6196689605713,NA,15.6375684738159,14.48996925354,14.3236684799194,14.8157682418823,13.4578685760498,14.2328691482544,13.6053686141968,15.9951686859131,15,MYD88,IRAK1
FALSE,0.676335086437425,2.27892518043518,Q78ZA7,Q78ZA7,Nucleosome assembly protein 1-like 4,Nap1l4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,42.679,16,4,4,4,4,13.335168838501,19.9123687744141,14.2405691146851,13.4263687133789,14.0752687454224,13.5727691650391,10.3743286132813,11.10426902771,13.6224689483643,13.7226686477661,13.2359685897827,14.2133684158325,11.9894685745239,13.8075685501099,12.5932683944702,13.4084692001343,15,MYD88,IRAK1
FALSE,1.24638226442525,0.650299787521362,Q791V5,Q791V5,Mitochondrial carrier homolog 2,Mtch2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,33.499,16,4,4,4,4,16.4935684204102,16.3676681518555,17.1197681427002,16.749568939209,17.0637683868408,15.3106689453125,15.9692687988281,16.4365692138672,15.6447687149048,15.6991682052612,15.6923685073853,15.0400686264038,15.5141687393188,16.113468170166,15.9235687255859,16.5781688690186,15,MYD88,IRAK1
FALSE,0.53844541039045,1.33155028025309,Q7JJ13,Q7JJ13,Bromodomain-containing protein 2,Brd2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,88.066,7,3,2,0,2,NA,12.7736692428589,14.4868688583374,12.7437686920166,NA,11.9253692626953,NA,12.9871692657471,NA,NA,NA,NA,11.0330686569214,NA,12.9733686447144,NA,15,MYD88,IRAK1
FALSE,0.205638880998225,0.284372568130493,Q7TMB8;Q5SQX6,Q7TMB8;Q5SQX6,Cytoplasmic FMR1-interacting protein 1;Cytoplasmic FMR1-interacting protein 2,Cyfip1;Cyfip2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,145.24,16,4,4,4,4,10.1444692611694,11.4520692825317,11.4979686737061,11.7849683761597,11.5864686965942,11.5061683654785,11.8115692138672,11.9447689056396,10.3865690231323,10.4093685150146,10.5634689331055,10.6813688278198,10.98166847229,9.76617908477783,11.5496692657471,11.44446849823,15,MYD88,IRAK1
FALSE,0.0198096046488926,-0.0235252380371094,Q7TMF2,Q7TMF2,3-5 exoribonuclease 1,Eri1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,39.493,16,4,4,4,4,16.6259689331055,17.8144683837891,17.4639682769775,16.4035682678223,16.850269317627,16.9320678710938,17.6272678375244,15.9603681564331,16.9321689605713,16.3602676391602,16.7338676452637,16.1860694885254,16.6470680236816,16.7854690551758,17.4401683807373,17.529369354248,15,MYD88,IRAK1
