Significant,-LOG(P-value),Difference,Protein IDs,Majority protein IDs,Protein names,Gene names,Potential contaminant,Peptides,Mol. weight [kDa],Valid values,Valid values 30 min,Valid values unstim,30 min_1 neu,30 min_2 neu,30 min_3 neu,30 min_4 neu,unstim_1 neu,unstim_2 neu,unstim_3 neu,unstim_4 neu
,1.509665907,0.9821002483,Q80WG7,Q80WG7,E3 ubiquitin-protein ligase Trim36,Trim36,,3,82.79,8,4,4,12.98719978,13.39010048,14.26860046,12.9090004,12.25790024,12.83699989,12.09599972,12.43560028
,0.8165979575,0.4099750519,Q80WJ7,Q80WJ7,Protein LYRIC,Mtdh,,19,63.845,8,4,4,19.41950035,19.47240067,19.84029961,18.83609962,19.29330063,19.00270081,18.61339951,19.0189991
,0.06087669042,0.08802461624,Q80WS3,Q80WS3,rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1,Fbll1,,6,33.338,8,4,4,18.36249924,18.80349922,18.48880005,16.8946991,18.65180016,18.14189911,17.26980019,18.13389969
,1.53976532,0.9874002934,Q80X41,Q80X41,Serine/threonine-protein kinase VRK1,Vrk1,,15,49.74,8,4,4,17.20070076,17.58110046,17.68729973,16.24250031,16.47200012,16.2045002,15.96819973,16.11730003
,1.659167266,0.7404751778,Q80X50,Q80X50,Ubiquitin-associated protein 2-like,Ubap2l,,20,116.8,8,4,4,19.16309929,19.55629921,19.89150047,19.1882,18.54369926,18.79229927,18.3614006,19.13979912
,0.07198131675,0.03152561188,Q80X73,Q80X73,Protein pelota homolog,Pelo,,10,43.349,8,4,4,16.54170036,16.66600037,16.27280045,16.82180023,16.61499977,16.35499954,16.39629936,16.80990028
+,2.277798313,1.296925068,Q80X85,Q80X85,"28S ribosomal protein S7, mitochondrial",Mrps7,,6,28.062,8,4,4,17.34250069,17.84420013,18.19029999,17.2003994,16.26689911,15.82250023,16.55920029,16.74110031
,1.345110643,1.088124752,Q80X90,Q80X90,Filamin-B,Flnb,,83,277.82,8,4,4,15.97809982,15.98239994,16.18980026,14.46269989,14.71220016,14.20120049,14.41149998,14.93560028
,1.11572545,-0.9648246765,Q80XC2,Q80XC2,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A,Trmt61a,,9,31.639,8,4,4,15.59290028,14.64280033,14.7592001,15.61929989,16.65309906,16.02700043,15.11240005,16.68099976
,1.59645726,0.6520757675,Q80XC6,Q80XC6,Protein NRDE2 homolog,Nrde2,,16,133.47,8,4,4,17.13120079,16.64550018,17.16880035,17.31430054,16.77470016,16.25779915,16.03269958,16.5862999
+,2.813691497,2.460274458,Q80XI1,Q80XI1,F-box only protein 34,Fbxo34,,3,77.137,8,4,4,14.86950016,15.15849972,15.12479973,14.53639984,12.12750053,11.42840004,13.30310059,12.98910046
,2.143663376,0.8801996708,Q80XI3,Q80XI3,Eukaryotic translation initiation factor 4 gamma 3,Eif4g3,,17,174.89,8,4,4,15.52149963,16.1534996,16.230299,15.50940037,15.02690029,15.06610012,14.67609978,15.12479973
,0.8704043518,1.095674753,Q80XK6,Q80XK6,Autophagy-related protein 2 homolog B,Atg2b,,10,231.4,8,4,4,12.27939987,10.60309982,12.85750008,11.13940048,11.28779984,10.80450058,9.56760025,10.83680058
,1.267010097,0.7373242378,Q80XN0,Q80XN0,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",Bdh1,,11,38.299,8,4,4,16.89349937,17.24149895,17.0746994,17.24469948,16.50550079,15.61219978,16.33510017,17.0522995
+,1.650840424,1.263774872,Q80XP8,Q80XP8,Protein FAM76B,Fam76b,,6,38.555,8,4,4,15.73419952,16.77039909,17.66390038,16.54940033,15.59609985,15.62310028,15.30490017,15.13869953
+,2.068685094,2.58095026,Q80Y17,Q80Y17,Lethal(2) giant larvae protein homolog 1,Llgl1,,5,112.62,5,2,3,13.49610043,12.39319992,NaN,NaN,10.25339985,10.38920021,NaN,10.44849968
+,2.449050606,1.18985033,Q80Y19,Q80Y19,Rho GTPase-activating protein 11A,Arhgap11a,,19,108.43,8,4,4,19.17900085,19.24060059,20.08209991,18.94260025,18.3064003,18.05179977,18.07620049,18.25049973
,0.2840668095,0.1735749245,Q80Y44,Q80Y44,Probable ATP-dependent RNA helicase DDX10,Ddx10,,20,100.74,8,4,4,17.71199989,18.03140068,18.1833992,17.43260002,17.84499931,17.58320045,17.1746006,18.06229973
,0,NaN,Q80YQ2,Q80YQ2,Mediator of RNA polymerase II transcription subunit 23,Med23,,7,156.09,3,3,0,NaN,15.49629974,15.95320034,14.53130054,NaN,NaN,NaN,NaN
,2.383587811,0.6447005272,Q80YR4,Q80YR4,Zinc finger protein 598,Znf598,,15,99.191,8,4,4,17.4151001,17.45219994,17.66130066,17.36310005,17.01869965,16.97249985,16.45759964,16.8640995
,0.8464322369,0.5159249306,Q80YR5,Q80YR5,Scaffold attachment factor B2,Safb2,,16,111.84,8,4,4,17.33259964,17.73900032,18.34409904,17.22640038,17.34530067,16.978899,16.75060081,17.50359917
+,1.737696225,1.635166486,Q80YV2,Q80YV2,Nuclear-interacting partner of ALK,Zc3hc1,,5,55.196,5,2,3,15.14589977,NaN,15.59809971,NaN,13.8270998,14.09329987,13.2901001,NaN
,1.005404805,0.8973748684,Q80YV3,Q80YV3,Transformation/transcription domain-associated protein,Trrap,,24,291.55,8,4,4,13.81719971,12.6359005,14.59749985,13.11950016,12.19799995,12.66240025,12.69620037,13.02400017
,0.02718996827,-0.03085033099,Q80ZK0,Q80ZK0,"28S ribosomal protein S10, mitochondrial",Mrps10,,3,18.698,7,3,4,NaN,15.94069958,16.88360023,15.98149967,16.64710045,16.20879936,15.6498003,16.69210052
,0.3010124521,0.1744754314,Q80ZS3,Q80ZS3,"28S ribosomal protein S26, mitochondrial",Mrps26,,4,23.443,8,4,4,16.16900063,16.29190063,16.26790047,15.88049984,16.11680031,16.47369957,15.3998003,15.92109966
,0.09917511129,0.1866998672,Q810A7,Q810A7,ATP-dependent RNA helicase DDX42,Ddx42,,28,101.96,8,4,4,14.95720005,16.00559998,17.0848999,14.15159988,15.93859959,15.63990021,14.7432003,15.13080025
,1.328101442,1.070893606,Q810B6,Q810B6,Rabankyrin-5,Ankfy1,,17,128.65,6,3,3,10.71000004,10.50880051,11.26500034,NaN,NaN,9.874799728,9.184869766,10.21145058
,0.3497209289,-0.8160750866,Q810D6,Q810D6,Glutamate-rich WD repeat-containing protein 1,Grwd1,,9,49.223,8,4,4,17.46509933,17.14990044,17.38969994,13.4460001,17.87240028,17.07589912,16.95800018,16.80870056
,0.4368865425,-1.031024694,Q810V0,Q810V0,U3 small nucleolar ribonucleoprotein protein MPP10,Mphosph10,,7,78.734,8,4,4,14.75189972,15.73890018,16.58060074,11.84870052,15.95709991,15.87409973,15.11489964,16.09810066
,0.7098985596,0.9665002823,Q811B5,Q811B5,Proline-rich protein 3,Prr3,,1,21.167,8,4,4,17.82029915,17.56900024,18.43029976,15.49709988,16.49029922,15.90030003,16.77199936,16.28809929
,1.267062753,1.217574835,Q811D0;Q91XM9,Q811D0,Disks large homolog 1,Dlg1,,13,100.12,8,4,4,13.54580021,15.57299995,15.35599995,14.23880005,13.69820023,13.40040016,12.98200035,13.76270008
,2.097093628,1.044549942,Q811M1,Q811M1,Rho GTPase-activating protein 15,Arhgap15,,4,55.339,8,4,4,16.51729965,16.56900024,17.48589897,16.49200058,15.8373003,15.66689968,15.41779995,15.96399975
+,1.647511021,2.031075001,Q811S7,Q811S7,Upstream-binding protein 1,Ubp1,,8,60.211,8,4,4,14.97739983,15.84990025,15.34609985,14.43410015,12.31960011,14.87030029,12.42409992,12.86919975
,0.2093676762,0.1831664244,Q812A5,Q812A5,Proline-rich protein 5,Prr5,,1,42.523,7,4,3,10.12320042,11.19519997,10.63689995,11.24110031,10.95530033,10.38370037,10.50880051,NaN
,0.3122416229,0.2733249664,Q8BFQ4,Q8BFQ4,WD repeat-containing protein 82,Wdr82,,9,35.079,8,4,4,18.41489983,17.90659904,18.78240013,17.71030045,17.89170074,18.3519001,17.15839958,18.31889915
,0.9291441637,0.50502491,Q8BFR5,Q8BFR5,"Elongation factor Tu, mitochondrial",Tufm,,22,49.508,8,4,4,19.07629967,19.07990074,19.85429955,18.57889938,18.69630051,18.64279938,18.41320038,18.81699944
,0.1008601875,-0.3337001801,Q8BFT2,Q8BFT2,HAUS augmin-like complex subunit 4,Haus4,,5,42.196,8,4,4,15.3373003,10.91860008,15.97830009,15.7489996,14.40320015,14.6260004,15.22609997,15.06270027
,1.560834394,0.8736000061,Q8BFU3,Q8BFU3,RING finger protein 214,Rnf214,,2,73.624,6,2,4,13.08540058,13.68589973,NaN,NaN,12.30850029,12.5941,12.32989979,12.81570053
,0.5427652689,0.4534499645,Q8BFV2,Q8BFV2,PCI domain-containing protein 2,Pcid2,,9,46.132,8,4,4,16.61499977,17.45459938,16.94020081,16.45919991,15.95370007,17.30719948,15.95219994,16.44210052
,1.721236399,0.8987498283,Q8BFY7,Q8BFY7,Protein FAM64A,Fam64a,,2,25.686,8,4,4,15.98149967,16.35820007,16.45859909,15.97509956,15.97809982,15.0855999,14.78979969,15.32489967
,1.27697471,0.9624252319,Q8BFY9,Q8BFY9,Transportin-1,Tnpo1,,26,102.36,8,4,4,14.31739998,14.44869995,14.66880035,12.99030018,12.98379993,12.89970016,13.46679974,13.2251997
,0.1727853863,0.6122245789,Q8BFZ3,Q8BFZ3,Beta-actin-like protein 2,Actbl2,,9,42.004,8,4,4,21.10560036,21.60339928,21.71409988,20.06970024,24.46380043,18.86870003,19.29260063,19.41880035
+,1.790832455,1.495524883,Q8BFZ9,Q8BFZ9,Erlin-2,Erlin2,,7,37.872,8,4,4,14.27890015,14.2680006,15.68190002,15.54179955,14.13240051,13.2638998,13.1012001,13.29100037
+,2.382232489,1.117349625,Q8BG05,Q8BG05,Heterogeneous nuclear ribonucleoprotein A3,Hnrnpa3,,16,39.652,8,4,4,24.50740051,24.86739922,25.54529953,24.75119972,23.88380051,24.01000023,23.48539925,23.8227005
,0.02418269692,0.03787517548,Q8BG17,Q8BG17,Nucleolar protein 12,Nol12,,2,25.356,8,4,4,17.07439995,18.45170021,18.69350052,17.1583004,18.30450058,17.46089935,17.05990028,18.40110016
,1.720873017,0.8478250504,Q8BG30,Q8BG30,Negative elongation factor A,Nelfa,,7,57.584,8,4,4,12.99839973,12.96290016,13.20090008,12.57120037,12.13829994,12.58360004,11.46280003,12.15740013
+,2.37314669,3.578099966,Q8BG32,Q8BG32,26S proteasome non-ATPase regulatory subunit 11,Psmd11,,23,47.436,8,4,4,16.01860046,15.61330032,16.47439957,16.37409973,12.79969978,13.88630009,13.16810036,10.31389999
,1.355646589,0.815983216,Q8BG48,Q8BG48,Serine/threonine-protein kinase 17B,Stk17b,,2,41.982,7,4,3,14.76949978,14.79329967,15.73209953,14.8664999,14.21350002,14.50759983,13.95199966,NaN
,0,NaN,Q8BG51,Q8BG51,Mitochondrial Rho GTPase 1,Rhot1,,8,72.241,3,0,3,NaN,NaN,NaN,NaN,13.34130001,NaN,12.49740028,12.99489975
+,4.117656115,3.292774677,Q8BG67;Q6ZQ18,Q8BG67,Protein EFR3 homolog A,Efr3a,,15,92.612,8,4,4,17.86170006,17.78210068,18.3987999,17.166399,15.16469955,14.10420036,14.53340054,14.23560047
,1.256332873,0.7155249119,Q8BG79,Q8BG79,CWF19-like protein 2,Cwf19l2,,10,103.17,8,4,4,15.49510002,15.88430023,15.89690018,14.82279968,15.06900024,15.12349987,14.51179981,14.53270054
+,1.366269175,2.237600327,Q8BG80,Q8BG80,F-box only protein 46,Fbxo46,,4,65.293,6,3,3,16.10770035,15.85840034,13.88969994,NaN,13.37629986,12.43799973,NaN,13.32870007
+,3.219387862,1.380825043,Q8BG81,Q8BG81,Polymerase delta-interacting protein 3,Poldip3,,19,46.132,8,4,4,21.52829933,21.60370064,22.02829933,21.15620041,20.52319908,20.02680016,20.0904007,20.15279961
+,3.039248318,1.775599957,Q8BG95,Q8BG95,Protein phosphatase 1 regulatory subunit 12B,Ppp1r12b,,11,109.05,8,4,4,15.20829964,15.2020998,15.55060005,14.42160034,12.88609982,13.51119995,13.22959995,13.65330029
,0.8952196583,0.5583252907,Q8BGA5,Q8BGA5,KRR1 small subunit processome component homolog,Krr1,,5,43.537,8,4,4,18.55620003,18.71899986,18.87540054,17.74749947,17.44079971,18.05949974,17.81970024,18.34479904
,1.86518136,1.151974678,Q8BGA9,Q8BGA9,Mitochondrial inner membrane protein OXA1L,Oxa1l,,3,48.219,8,4,4,15.63560009,15.44729996,15.22539997,14.91319942,14.18440056,14.78810024,13.3604002,14.28069973
,0,0.6403665543,Q8BGC0,Q8BGC0,HIV Tat-specific factor 1 homolog,Htatsf1,,12,86.239,4,3,1,NaN,11.63080025,11.78929996,11.11159992,NaN,NaN,10.87020016,NaN
,1.145311917,0.464050293,Q8BGD9,Q8BGD9,Eukaryotic translation initiation factor 4B,Eif4b,,16,68.839,8,4,4,20.11020088,20.19519997,20.60589981,19.88839912,19.50429916,19.99710083,19.44809914,19.99399948
+,3.705581809,1.859924793,Q8BGE7,Q8BGE7,Tripartite motif-containing protein 6,Trim6,,1,56.152,8,4,4,16.56159973,17.08720016,16.97909927,16.29170036,14.89260006,14.91810036,14.49870014,15.1704998
,1.329871281,0.8443746567,Q8BGF7,Q8BGF7,PAB-dependent poly(A)-specific ribonuclease subunit PAN2,Pan2,,6,135.25,8,4,4,14.15410042,13.90289974,15.29889965,14.8586998,13.53040028,13.52350044,13.82509995,13.95810032
,2.326097447,1.003224611,Q8BGH2,Q8BGH2,Sorting and assembly machinery component 50 homolog,Samm50,,15,51.863,8,4,4,15.00650024,15.19029999,15.50179958,14.66549969,14.36190033,14.15210056,13.66450024,14.17269993
,0,1.308333715,Q8BGJ9,Q8BGJ9,Splicing factor U2AF 26 kDa subunit,U2af1l4,,4,25.836,4,1,3,13.14080048,NaN,NaN,NaN,11.61560059,NaN,11.77729988,12.10449982
+,2.721495033,2.018524885,Q8BGQ7,Q8BGQ7,"Alanine--tRNA ligase, cytoplasmic",Aars,,39,106.91,8,4,4,15.7116003,16.79339981,16.72489929,15.61929989,14.75979996,14.15939999,14.15219975,13.70370007
,0.9751054969,0.6934747696,Q8BGS0,Q8BGS0,Protein MAK16 homolog,Mak16,,5,35.185,8,4,4,18.09980011,17.66900063,19.2866993,18.48869896,17.60919952,17.41110039,17.76329994,17.98670006
,0.2689300957,0.2444999218,Q8BGS1,Q8BGS1,Band 4.1-like protein 5,Epb41l5,,8,81.635,8,4,4,16.79979897,17.09049988,16.34049988,15.98839951,16.09160042,16.80119896,15.60579967,16.74259949
,1.619293696,0.5580997467,Q8BGT7,Q8BGT7,Survival of motor neuron-related-splicing factor 30,Smndc1,,4,26.753,8,4,4,19.77659988,20.04100037,19.95949936,19.43009949,19.2887001,19.50489998,18.89380074,19.28739929
+,1.639889977,1.815124989,Q8BGU5,Q8BGU5,Cyclin-Y,Ccny,,3,39.394,6,4,2,13.57330036,13.56840038,14.51739979,13.37580013,NaN,11.41030025,12.4769001,NaN
,0.2098767886,0.2447249889,Q8BGW5,Q8BGW5,SOSS complex subunit B2,Nabp1,,3,21.748,8,4,4,15.72210026,15.67459965,16.64489937,14.80070019,14.80760002,15.68009949,15.29879951,16.07690048
,0.3533645099,-0.7717998028,Q8BH04;Q9Z2V4,Q8BH04,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",Pck2,,27,70.527,8,4,4,13.12310028,11.8125,12.55940056,12.55490017,12.7198,15.66930008,11.35330009,13.39470005
,1.022226551,0.8306751251,Q8BH15,Q8BH15,CCR4-NOT transcription complex subunit 10,Cnot10,,9,81.817,8,4,4,13.08010006,12.60990047,13.4527998,11.71420002,11.97879982,11.82289982,11.41450024,12.31809998
+,4.281002977,2.859925747,Q8BH44,Q8BH44,Coronin-2B,Coro2b,,18,54.936,8,4,4,21.1807003,21.32500076,21.8295002,20.60330009,18.63159943,18.07279968,18.28380013,18.51059914
,0,1.562900225,Q8BH57,Q8BH57,WD repeat-containing protein 48,Wdr48,,7,76.006,4,1,3,NaN,NaN,14.48690033,NaN,NaN,13.16849995,12.7276001,12.87590027
,3.062290515,0.8588995934,Q8BH59,Q8BH59,Calcium-binding mitochondrial carrier protein Aralar1,Slc25a12,,26,74.569,8,4,4,18.20899963,18.39609909,18.64620018,18.36930084,17.59810066,17.52230072,17.27300072,17.79159927
,0.4328606691,0.6666502953,Q8BH74,Q8BH74,Nuclear pore complex protein Nup107,Nup107,,14,106.72,8,4,4,14.20970058,15.33310032,15.70730019,13.47360039,14.47039986,12.85990047,13.7656002,14.96119976
,0.7918587097,0.3433003426,Q8BHB4,Q8BHB4,WD repeat-containing protein 3,Wdr3,,25,105.77,8,4,4,19.46299934,19.57659912,19.64450073,18.83550072,19.30559921,19.10840034,18.80579948,18.9265995
,0.8134093009,0.8034000397,Q8BHC4,Q8BHC4,Dephospho-CoA kinase domain-containing protein,Dcakd,,7,26.476,8,4,4,14.03289986,13.11420059,15.20650005,14.53530025,14.00220013,13.49940014,13.02250004,13.15120029
,1.967477838,1.014224529,Q8BHD7,Q8BHD7,Polypyrimidine tract-binding protein 3,Ptbp3,,13,56.7,8,4,4,21.90970039,21.47809982,21.52319908,20.82710075,20.39830017,20.49710083,19.99480057,20.79100037
+,3.412281345,1.496574879,Q8BHE0,Q8BHE0,Proline-rich protein 11,Prr11,,6,40.948,8,4,4,19.53790092,19.8526001,20.0182991,19.59350014,18.32850075,18.31040001,17.76350021,18.61359978
,0.6352018816,0.3884248734,Q8BHG9,Q8BHG9,CGG triplet repeat-binding protein 1,Cggbp1,,5,18.761,8,4,4,17.97900009,16.92810059,17.72719955,16.90159988,17.24340057,16.92549896,17.02490044,16.78840065
,1.078678378,0.7871749401,Q8BHJ5,Q8BHJ5,F-box-like/WD repeat-containing protein TBL1XR1,Tbl1xr1,,9,55.66,8,4,4,14.51589966,14.67560005,14.94299984,13.90450001,13.3380003,13.91479969,13.1317997,14.50570011
,0.9928504563,0.6602754593,Q8BHN5,Q8BHN5,RNA-binding protein 45,Rbm45,,10,53.324,8,4,4,17.3159008,17.49810028,17.57570076,17.40089989,16.71829987,17.15629959,15.86989975,17.40500069
,0.5095958191,0.3153996468,Q8BHS3,Q8BHS3,Pre-mRNA-splicing factor RBM22,Rbm22,,10,46.895,8,4,4,18.35429955,18.66939926,18.47949982,18.01239967,18.19239998,18.09339905,17.38890076,18.57929993
,0.009808199599,-0.02049994469,Q8BHX3,Q8BHX3,Borealin,Cdca8,,3,32.214,8,4,4,17.42479897,16.81900024,17.04290009,14.45769978,17.06329918,16.30439949,16.12330055,16.33539963
,0.001936464913,0.001974582672,Q8BHY2,Q8BHY2,Nucleolar complex protein 4 homolog,Noc4l,,10,58.675,8,4,4,16.90609932,18.02289963,18.36470032,17.45120049,17.83130074,17.89789963,17.41670036,17.59110069
,1.025368885,-1.170045137,Q8BHZ4,Q8BHZ4,Zinc finger protein 592,Znf592,,7,137.51,7,3,4,NaN,10.02919006,10.61950016,10.46889973,12.33220005,11.07240009,10.46660042,12.29909992
,1.113069942,-0.6443753242,Q8BI72,Q8BI72,CDKN2A-interacting protein,Cdkn2aip,,14,59.744,8,4,4,16.92429924,17.59329987,16.27289963,17.08189964,17.53219986,17.53019905,17.39249992,17.99500084
,0,1.681650162,Q8BIE6,Q8BIE6,FERM domain-containing protein 4A,Frmd4a,,2,113.88,5,1,4,13.17370033,NaN,NaN,NaN,13.34609985,10.65460014,10.9470005,11.02050018
,0.4915599716,0.4530917009,Q8BIF9,Q8BIF9,Zinc finger protein 787,Znf787,,1,40.477,7,4,3,14.88440037,14.77330017,15.13129997,13.83950043,14.60070038,NaN,13.64080048,14.37059975
,0,1.464567184,Q8BIH0,Q8BIH0,Histone deacetylase complex subunit SAP130,Sap130,,9,111.23,4,1,3,14.17870045,NaN,NaN,NaN,NaN,12.91639996,12.86439991,12.36159992
,1.924513259,1.136275291,Q8BIW9,Q8BIW9,Chromosome transmission fidelity protein 18 homolog,Chtf18,,10,108.14,8,4,4,12.94880009,13.47510052,13.41590023,13.07050037,11.43179989,12.03009987,12.04940033,12.85389996
,1.364872362,0.9925248623,Q8BIX3,Q8BIX3,ARL14 effector protein,Arl14ep,,2,31.01,8,4,4,15.07390022,15.04129982,15.01840019,14.24909973,14.63840008,14.03240013,13.03919983,13.70260048
,1.363705258,0.8173999786,Q8BIZ6,Q8BIZ6,Smad nuclear-interacting protein 1,Snip1,,1,44.415,6,2,4,14.27980042,NaN,15.11569977,NaN,13.93050003,13.86610031,13.68150043,14.04329967
,1.357330794,0.7765004635,Q8BJ05,Q8BJ05,Zinc finger CCCH domain-containing protein 14,Zc3h14,,11,82.408,8,4,4,16.42779922,16.38780022,16.39970016,15.98760033,14.78289986,15.79759979,15.40199947,16.11439896
+,4.695852286,4.334999641,Q8BJ34,Q8BJ34,Meiosis arrest female protein 1,Marf1,,4,192.06,7,4,3,15.67339993,15.66059971,15.50259972,14.77220058,11.34940052,10.9545002,NaN,10.89770031
+,1.615952927,1.642716408,Q8BJ37,Q8BJ37,Tyrosyl-DNA phosphodiesterase 1,Tdp1,,15,68.689,5,3,2,10.81770039,11.76959991,11.42030048,NaN,9.493300438,NaN,NaN,9.893000603
,0.140039526,0.2161500454,Q8BJ71,Q8BJ71,Nuclear pore complex protein Nup93,Nup93,,26,93.28,8,4,4,13.97959995,12.50269985,14.53390026,14.77210045,13.05560017,13.7656002,13.64550018,14.45699978
,1.858988701,0.559800148,Q8BJ90;Q8BI73,Q8BJ90,Zinc finger protein 771,Znf771,,4,35.767,8,4,4,17.82150078,18.16519928,18.16930008,17.93910027,17.40740013,17.53969955,17.12290001,17.78590012
+,3.245820984,2.542700052,Q8BJL0,Q8BJL0,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,Smarcal1,,7,100.84,8,4,4,18.93880081,19.2887001,19.39249992,18.25729942,15.80000019,16.75259972,16.11219978,17.04170036
,0.3434643098,0.3633246422,Q8BJW5,Q8BJW5,Nucleolar protein 11,Nol11,,7,80.817,8,4,4,15.13899994,15.80850029,16.45599937,14.74940014,14.53960037,15.28110027,15.11190033,15.7670002
,0.08747655994,-0.08619976044,Q8BJW6,Q8BJW6,"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",Eif2a,,21,64.403,8,4,4,15.21580029,14.54810047,15.71409988,15.76410007,15.74429989,15.51469994,14.75590038,15.57199955
,2.049883922,1.073683262,Q8BJY1,Q8BJY1,26S proteasome non-ATPase regulatory subunit 5,Psmd5,,16,55.971,5,3,2,13.19229984,13.22510052,13.37080002,NaN,NaN,12.4059,11.97220039,NaN
,1.521382085,0.6460256577,Q8BJZ4,Q8BJZ4,"28S ribosomal protein S35, mitochondrial",Mrps35,,6,35.975,8,4,4,16.99640083,17.21190071,17.79879951,17.12080002,16.65729904,16.80780029,16.22410011,16.854599
,0.5410385969,-0.3387999535,Q8BK35,Q8BK35,,Gltscr2,,10,55.792,8,4,4,18.07679939,17.76070023,17.50200081,17.6352005,17.81310081,18.0727005,17.62229919,18.82180023
,0.6400324662,0.5673999786,Q8BK63,Q8BK63,Casein kinase I isoform alpha,Csnk1a1,,12,38.914,8,4,4,17.92059898,18.49839973,18.53429985,16.80360031,17.41489983,17.25510025,17.10879898,17.70849991
,0.3127161955,0.1787996292,Q8BK64,Q8BK64,Activator of 90 kDa heat shock protein ATPase homolog 1,Ahsa1,,15,38.117,8,4,4,16.69190025,16.9102993,17.10249901,16.58379936,16.95490074,16.5230999,16.09549904,16.99979973
,1.430763074,0.6855492592,Q8BK67,Q8BK67,Protein RCC2,Rcc2,,27,55.983,8,4,4,20.9265995,20.89949989,21.27739906,20.13839912,20.36779976,20.08950043,19.92379951,20.11860085
,0.2110568406,0.248374939,Q8BK72,Q8BK72,"28S ribosomal protein S27, mitochondrial",Mrps27,,9,47.778,8,4,4,15.47239971,13.77270031,15.69769955,15.09739971,14.98250008,14.38899994,14.51340008,15.16179943
,0.6816294195,1.068633477,Q8BKC5,Q8BKC5,Importin-5,Ipo5,,40,123.59,7,3,4,13.40280056,15.96580029,NaN,15.75029945,14.60039997,13.96780014,13.49160004,13.82419968
,1.594457617,0.6453003883,Q8BKF1,Q8BKF1,"DNA-directed RNA polymerase, mitochondrial",Polrmt,,19,136.7,8,4,4,18.27540016,18.25979996,18.34460068,17.85309982,17.64069939,17.5121994,17.04739952,17.95140076
,0,1.995475054,Q8BKH7,Q8BKH7,Target of rapamycin complex 2 subunit MAPKAP1,Mapkap1,,2,59.008,5,1,4,14.32870007,NaN,NaN,NaN,13.02449989,12.06089973,11.73350048,12.51399994
+,2.587677404,2.758375088,Q8BKI2,Q8BKI2,Trinucleotide repeat-containing gene 6B protein,Tnrc6b,,10,191.96,7,4,3,13.96090031,14.19340038,14.35560036,14.00360012,10.28460026,12.26010036,11.56529999,NaN
,0.4436810359,0.5287251472,Q8BKJ9,Q8BKJ9,NAD-dependent protein deacetylase sirtuin-7,Sirt7,,6,45.145,8,4,4,16.77560043,16.30450058,16.40909958,14.49139977,15.72029972,15.04940033,15.66559982,15.43039989
,0.2562828587,-0.4288496971,Q8BKN5,Q8BKN5,Gamma-tubulin complex component 5,Tubgcp5,,5,117.98,8,4,4,15.01410007,14.02420044,14.80850029,12.25650024,15.24959946,14.38399982,14.16260052,14.02250004
,0.7067249285,0.2280254364,Q8BKS9,Q8BKS9,Pumilio domain-containing protein KIAA0020,Kiaa0020,,16,72.799,8,4,4,19.73290062,20.12170029,19.96269989,19.85540009,19.78440094,19.72699928,19.31229973,19.93689919
,1.357384282,0.8188745975,Q8BKT7,Q8BKT7,THO complex subunit 5 homolog,Thoc5,,11,78.685,8,4,4,16.78019905,16.91559982,16.29069901,16.09880066,15.85620022,16.08329964,14.94589996,15.92440033
,0.04644011982,-0.108099699,Q8BKX1,Q8BKX1,Brain-specific angiogenesis inhibitor 1-associated protein 2,Baiap2,,17,59.236,8,4,4,14.80160046,14.43430042,16.17440033,12.44849968,15.03539944,14.87669945,13.84920025,14.52990055
+,1.288832104,2.121150017,Q8BL06,Q8BL06,Inactive ubiquitin carboxyl-terminal hydrolase 54,Usp54,,3,176.66,6,4,2,10.71899986,12.78540039,12.18570042,12.43949986,10.50030041,NaN,9.322199821,NaN
+,3.174826396,1.929897785,Q8BL66,Q8BL66,Early endosome antigen 1,Eea1,,25,160.91,6,4,2,8.991390228,9.337639809,9.542989731,9.026610374,NaN,7.363969803,7.225549698,NaN
,1.651732252,0.7993750572,Q8BL97,Q8BL97,Serine/arginine-rich splicing factor 7,Srsf7,,7,30.817,8,4,4,22.94059944,23.10050011,23.4279995,22.46170044,22.08370018,22.43770027,21.75359917,22.45829964
,1.874311106,1.110825062,Q8BLR5,Q8BLR5,PH and SEC7 domain-containing protein 4,Psd4,,9,112.73,8,4,4,16.34440041,16.45969963,16.40620041,15.30869961,14.76340008,15.06239986,14.78079987,15.4691
,0.8179333686,1.094500224,Q8BM55,Q8BM55,Transmembrane protein 214,Tmem214,,11,76.429,6,3,3,13.7116003,11.88140011,13.50549984,NaN,11.57649994,11.89869976,12.33979988,NaN
,1.183040929,0.6339993477,Q8BMA6,Q8BMA6,Signal recognition particle subunit SRP68,Srp68,,24,70.573,8,4,4,18.84639931,18.88279915,19.18600082,18.3932991,18.22270012,18.24810028,17.59119987,18.71050072
,0.24753338,0.3314499855,Q8BMB3,Q8BMB3,Eukaryotic translation initiation factor 4E type 2,Eif4e2,,8,28.263,8,4,4,17.2826004,17.54909897,18.45000076,15.86680031,16.93440056,17.21339989,16.70619965,16.96870041
