Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,T:.Protein.names,Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,C:.Potential.contami1000t,N:.Peptides,N:.Mol..weight.[kDa],Valid.values,N:.Valid.values.unstim,N:.Valid.values.15.min.stim,N:.Valid.values.30.min.stim,N:.Valid.values.WT.control,FG26..unstim,FG27..unstim,FG29..unstim,FG30..15.min.stim,FG32..15.min.stim,FG33..15.min.stim,FG34..30..min.stim,FG35..30.min.stim,FG36..30.min.stim,FG50.WT.control,FG51.WT.control,FG52.WT.control,FG53.WT.control,ORIGIN,PULLED_PROTEIN,KO
FALSE,0.397056477184201,-0.675299326578774,Q8C7R4,Q8C7R4,Ubiquitin-like modifier-activating enzyme 6,Uba6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,13,117.96,15,4,3,4,4,17.2306003570557,17.1382999420166,16.4741992950439,16.3075008392334,16.2793006896973,17.1427993774414,15.3127002716064,15.9216003417969,17.5829010009766,19.1919994354248,19.4731998443604,19.800199508667,17.3322010040283,30,IRAK1,NONE
FALSE,2.10655497121675,-1.08013343811035,Q8C7U1,Q8C7U1,NEDD4-binding protein 3,N4bp3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,16,60.042,15,4,3,4,4,21.1798000335693,20.6716995239258,20.7003993988037,20.8607006072998,20.3031997680664,20.7807006835938,19.4867992401123,19.9531993865967,19.8715000152588,23.5447006225586,24.3950004577637,23.7413997650146,24.2007007598877,30,IRAK1,NONE
FALSE,0.372620192362142,0.399567286173504,Q8C7V3;REV__Q8C7V3,Q8C7V3,U3 small nucleolar RNA-associated protein 15 homolog,Utp15,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,13,59.374,15,4,3,4,4,21.0098991394043,20.4850006103516,20.2903995513916,20.8430004119873,20.2028007507324,20.5121002197266,20.2072010040283,21.3458003997803,21.4309997558594,24.2355003356934,24.8959999084473,24.2359008789063,24.7598991394043,30,IRAK1,NONE
FALSE,0,0.154633522033691,Q8C7X2,Q8C7X2,ER membrane protein complex subunit 1,Emc1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,5,111.6,10,4,3,2,1,15.8613004684448,15.3805999755859,14.6600999832153,14.4344997406006,13.9660997390747,15.1944999694824,NA,NA,15.4553003311157,NA,NA,27.035400390625,NA,30,IRAK1,NONE
FALSE,1.17877471658946,-1.00806617736816,Q8C804,Q8C804,Spindle and centriole-associated protein 1,Spice1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,17,95.644,15,4,3,4,4,18.3383007049561,18.5464992523193,17.4256000518799,17.80299949646,18.2500991821289,18.1403007507324,17.2037010192871,16.6937999725342,17.3887004852295,23.2301006317139,23.4050998687744,23.2227993011475,23.3887996673584,30,IRAK1,NONE
FALSE,1.08314940325768,-0.934000651041668,Q8C854,Q8C854,Myelin expression factor 2,Myef2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,11,63.294,16,4,4,4,4,20.8355007171631,19.8917999267578,19.9118003845215,20.1765995025635,19.9115009307861,20.2031993865967,19.4197998046875,18.7756996154785,19.6415996551514,23.175500869751,23.667200088501,23.5590991973877,23.6487007141113,30,IRAK1,NONE
FALSE,0.492812065876796,0.316500345865883,Q8C863,Q8C863,E3 ubiquitin-protein ligase Itchy,Itch,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,9,98.992,13,4,3,3,3,16.7595996856689,16.5944995880127,16.614200592041,17.0097007751465,17.1126003265381,17.0023994445801,16.8565998077393,17.4964008331299,16.5648002624512,NA,18.56369972229,18.9629001617432,18.5960998535156,30,IRAK1,NONE
FALSE,0,NA,Q8C878,Q8C878,NEDD8-activating enzyme E1 catalytic subunit,Uba3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,51.737,10,4,3,0,3,17.4069995880127,17.4545993804932,17.17919921875,18.1469993591309,17.9463996887207,18.2581996917725,NA,NA,NA,NA,22.1051998138428,21.4286994934082,21.1553993225098,30,IRAK1,NONE
FALSE,0.53014575826667,0.37696647644043,Q8C8U0,Q8C8U0,Liprin-beta-1,Ppfibp1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,11,108.54,15,4,3,4,4,17.6538009643555,17.861499786377,17.3626003265381,18.5207004547119,17.1532001495361,17.872200012207,17.5223999023438,18.4843997955322,18.0020008087158,20.4349994659424,21.4347991943359,20.12380027771,20.0216007232666,30,IRAK1,NONE
FALSE,0.523661877380276,0.319133758544922,Q8C9B9,Q8C9B9,Death-inducer obliterator 1,Dido1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,13,247.17,16,4,4,4,4,16.7226009368896,16.4785995483398,16.2486000061035,16.5307006835938,14.2017002105713,17.3390007019043,17.2576007843018,16.5134010314941,16.6361999511719,21.1018009185791,21.1506996154785,20.9566993713379,21.0261993408203,30,IRAK1,NONE
FALSE,0,-0.786466916402182,Q8C9M2,Q8C9M2,Coiled-coil domain-containing protein 15,Ccdc15,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,93.526,12,4,3,1,4,15.5314998626709,15.0124998092651,12.4893999099731,11.8830995559692,14.9260997772217,14.1957998275757,NA,NA,13.5579996109009,20.7107009887695,21.4603996276855,20.7122993469238,20.9647006988525,30,IRAK1,NONE
FALSE,0.43779379767137,-0.628166834513344,Q8C9V1,Q8C9V1,Carabin,Tbc1d10c,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,5,49.929,15,4,3,4,4,17.9726009368896,17.2437000274658,17.9449996948242,18.2597007751465,17.1504993438721,18.6622009277344,16.675500869751,16.3871994018555,18.2140998840332,21.1980991363525,22.3612003326416,21.7341003417969,21.6972999572754,30,IRAK1,NONE
FALSE,0,-0.559900283813477,Q8C9X6,Q8C9X6,Enhancer of polycomb homolog 1,Epc1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,90.41,5,3,1,1,0,NA,13.2410001754761,13.1423997879028,NA,12.942699432373,NA,NA,12.631799697876,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0,-4.21030044555664,Q8CA72,Q8CA72,Gigaxonin,Gan,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,8,67.67,8,4,3,1,0,18.1177005767822,18.0181007385254,17.5030002593994,17.8577003479004,17.3076992034912,17.81130027771,NA,NA,13.6693000793457,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,1.050519071188,0.881732940673828,Q8CAQ8,Q8CAQ8,MICOS complex subunit Mic60,Immt,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,43,83.899,16,4,4,4,4,23.8591003417969,23.580099105835,23.2385005950928,23.8701992034912,23.6306991577148,24.18869972229,25.0389995574951,23.8230991363525,24.4608001708984,28.3661003112793,28.4706001281738,28.1746997833252,28.4610004425049,30,IRAK1,NONE
FALSE,0.489243763731927,-0.971416791280111,Q8CAS9,Q8CAS9,Poly [ADP-ribose] polymerase 9,Parp9,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,96.658,13,4,3,2,4,14.8067998886108,15.6434001922607,13.4580001831055,13.8554000854492,14.1234998703003,14.1210994720459,NA,13.5609998703003,13.7683000564575,14.9149599075317,14.5333099365234,16.433910369873,17.5648002624512,30,IRAK1,NONE
FALSE,0.104001289705121,-0.259016195933024,Q8CB62,Q8CB62,Centrobin,Cntrob,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,99.403,12,4,2,2,4,15.6710996627808,14.3515996932983,13.6884002685547,14.2883996963501,13.1315994262695,NA,13.706000328064,14.9167003631592,NA,21.8747005462646,21.6630992889404,21.3139991760254,21.2823009490967,30,IRAK1,NONE
FALSE,0.853324500901402,-2.09053293863932,Q8CB77,Q8CB77,Transcription elongation factor B polypeptide 3,Tceb3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,9,87.16,16,4,4,4,4,19.3358993530273,18.8556003570557,19.1056003570557,20.0730991363525,19.0156002044678,19.2602996826172,19.1781005859375,15.3763999938965,16.4710006713867,20.8623008728027,21.3852005004883,21.3612995147705,21.5498008728027,30,IRAK1,NONE
FALSE,0.507028967104548,-0.329366683959961,Q8CBE3,Q8CBE3,WD repeat-containing protein 37,Wdr37,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,5,55.045,14,4,3,3,4,19.1431007385254,18.7371006011963,18.359899520874,18.3022003173828,18.1583003997803,18.1686992645264,18.0745010375977,18.6196994781494,18.5578002929688,18.6490001678467,19.5084991455078,18.6256008148193,18.4141006469727,30,IRAK1,NONE
FALSE,0.211628332184421,-0.430567105611166,Q8CBW3,Q8CBW3,Abl interactor 1,Abi1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,52.287,7,3,1,3,0,13.6119003295898,15.0773000717163,12.4011001586914,NA,13.9226999282837,NA,13.2889995574951,12.9875001907349,13.5220994949341,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0,NA,Q8CBX9,Q8CBX9,Basic immunoglobulin-like variable motif-containing protein,Bivm,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,56.621,3,3,0,0,0,NA,10.7374000549316,9.98573017120361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.516681073777955,0.360700607299805,Q8CBY3,Q8CBY3,Leukocyte receptor cluster member 8 homolog,Leng8,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,15,86.766,16,4,4,4,4,19.9298992156982,20.0779991149902,19.6215991973877,19.9589004516602,20.2329998016357,20.6252994537354,20.7537994384766,19.8139991760254,20.1438007354736,23.8386001586914,23.8794002532959,24.1774997711182,23.9846000671387,30,IRAK1,NONE
FALSE,0.937959288246928,-0.349700291951496,Q8CBY8,Q8CBY8,Dynactin subunit 4,Dctn4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,18,53.056,16,4,4,4,4,22.5615005493164,22.7807006835938,22.5667991638184,22.6238994598389,22.4344997406006,22.5988006591797,22.5275001525879,21.9871997833252,22.3451995849609,25.3365001678467,25.7343997955322,25.3246002197266,25.425199508667,30,IRAK1,NONE
FALSE,0,1.38275051116943,Q8CC12,Q8CC12,Codanin-1,Cdan1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,135.88,10,3,2,1,4,NA,12.8301000595093,12.0409994125366,NA,13.2238998413086,13.0444993972778,13.8183002471924,NA,NA,16.7289810180664,18.5389003753662,17.4214992523193,18.9130992889404,30,IRAK1,NONE
FALSE,2.53146012110014,-1.2307325998942,Q8CC35,Q8CC35,Synaptopodin,Synpo,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,25,99.55,16,4,4,4,4,23.0156993865967,22.6462001800537,22.6436996459961,22.9372005462646,22.1415996551514,22.5688991546631,21.2830009460449,21.5466003417969,21.7838001251221,25.7700996398926,26.0645999908447,25.7887001037598,25.7532005310059,30,IRAK1,NONE
FALSE,0.501125443994782,-0.294333775838219,Q8CC88,Q8CC88,von Willebrand factor A domain-containing protein 8,Vwa8,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,39,213.42,16,4,4,4,4,19.2199001312256,19.236400604248,18.9489994049072,18.7075996398926,18.8978996276855,19.6728992462158,19.3050994873047,18.7080001831055,18.5091991424561,23.2791996002197,23.8318004608154,23.584300994873,23.7479991912842,30,IRAK1,NONE
FALSE,1.00843917698919,0.747200330098471,Q8CCE9,Q8CCE9,Transcription factor E4F1,E4f1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,84.295,10,4,3,3,0,14.539400100708,14.9043998718262,14.4254999160767,16.3227996826172,14.9995002746582,15.7692003250122,NA,15.7103004455566,15.0303001403809,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.946535224720067,-1.54643313090006,Q8CCF0,Q8CCF0,U4/U6 small nuclear ribonucleoprotein Prp31,Prpf31,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,7,55.429,15,4,3,4,4,19.2763996124268,18.7929992675781,18.0291996002197,17.5417995452881,18.2348003387451,18.7726001739502,15.8278999328613,18.0165996551514,17.6147994995117,22.4822006225586,22.9333992004395,23.1671009063721,23.0674991607666,30,IRAK1,NONE
FALSE,0,NA,Q8CCM6,Q8CCM6,Mitochondrial import inner membrane translocase subunit Tim21,Timm21,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,27.911,2,2,0,0,0,15.1303997039795,NA,13.757999420166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.378331217248977,-0.360865910847981,Q8CCP0,Q8CCP0,Nuclear export mediator factor Nemf,Nemf,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,14,121.19,16,4,4,4,4,18.9281997680664,18.5188007354736,17.8631992340088,17.9796009063721,17.5625,18.368200302124,18.4213008880615,17.5822010040283,18.224100112915,21.9398994445801,22.1825008392334,22.0340003967285,21.8766994476318,30,IRAK1,NONE
FALSE,0.364223880590649,-0.645899454752605,Q8CCS6,Q8CCS6,Polyadenylate-binding protein 2,Pabpn1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,32.296,14,4,3,3,4,18.609899520874,19.8796997070313,19.1602993011475,18.4654006958008,19.0914001464844,19.1590003967285,18.963399887085,17.3143005371094,19.4344997406006,23.5452995300293,24.0198001861572,23.5510997772217,23.9165992736816,30,IRAK1,NONE
FALSE,0.256653119334783,0.423799514770508,Q8CD10,Q8CD10,"Calcium uptake protein 2, mitochondrial",Micu2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,7,49.475,15,4,3,4,4,19.0496997833252,18.1648006439209,17.6186008453369,18.3694000244141,18.3847999572754,18.7852001190186,19.0902004241943,19.3185997009277,17.6956996917725,21.1788997650146,20.8444004058838,19.8209991455078,20.8323993682861,30,IRAK1,NONE
FALSE,1.29491058295706,-1.7016658782959,Q8CD15,Q8CD15,Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA,Mina,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,53.516,16,4,4,4,4,18.2029991149902,19.5571994781494,17.9018993377686,18.0438003540039,17.7056999206543,18.4810009002686,17.5373001098633,16.6042003631592,16.415599822998,20.3306999206543,20.2530002593994,19.6975002288818,20.1294994354248,30,IRAK1,NONE
FALSE,1.81041436578317,-1.38539981842041,Q8CD92,Q8CD92,Tetratricopeptide repeat protein 27,Ttc27,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,8,96.43,15,4,3,4,4,16.5876998901367,17.3840999603271,17.6697006225586,16.5902996063232,15.3213005065918,17.6091003417969,15.6120004653931,15.8985004425049,15.9748001098633,18.7609996795654,19.4023990631104,19.2726001739502,19.4407997131348,30,IRAK1,NONE
FALSE,0,NA,Q8CDC0,Q8CDC0,Serpin B13,Serpinb13,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,44.316,3,2,1,0,0,NA,NA,12.8698997497559,NA,NA,14.2965002059937,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.628724760456252,2.60187689463297,Q8CDM1,Q8CDM1,ATPase family AAA domain-containing protein 2,Atad2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,117.94,12,4,2,2,4,10.6916198730469,14.443699836731,15.0355005264282,16.6700992584229,13.9307994842529,NA,NA,15.9326000213623,16.051700592041,20.9894008636475,21.8619003295898,21.2464008331299,21.4050006866455,30,IRAK1,NONE
FALSE,0,-4.49240016937256,Q8CDM8;Q80YR2,Q8CDM8,Protein FAM160B1,Fam160b1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,5,86.016,11,4,3,1,3,15.1716003417969,14.9189004898071,14.4154005050659,14.5773000717163,15.9535999298096,17.528299331665,NA,NA,10.3429002761841,19.1312999725342,NA,19.5447998046875,18.576000213623,30,IRAK1,NONE
FALSE,1.44183982401757,-1.51406733194987,Q8CDN6,Q8CDN6,Thioredoxin-like protein 1,Txnl1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,9,32.237,16,4,4,4,4,19.6175003051758,19.8267002105713,19.0727005004883,17.5415992736816,19.0223007202148,20.0951995849609,18.7819995880127,17.2887001037598,17.9039993286133,21.1359004974365,21.644100189209,21.1095008850098,19.6110000610352,30,IRAK1,NONE
FALSE,0,NA,Q8CE33,Q8CE33,Kelch-like protein 11,Klhl11,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,80.428,2,2,0,0,0,NA,14.8320999145508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
TRUE,2.19698597672936,-3.09280014038086,Q8CE64,Q8CE64,Zinc finger protein 276,Znf276,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,67.338,15,4,3,4,4,16.8978004455566,16.1618995666504,16.4421997070313,16.0403995513916,15.8034000396729,15.5233001708984,13.4672994613647,12.4264001846313,14.3297996520996,19.3498001098633,19.5170993804932,19.1949005126953,18.5076999664307,30,IRAK1,NONE
FALSE,0.464926457333175,-0.52269999186198,Q8CE90,Q8CE90,Dual specificity mitogen-activated protein kinase kinase 7,Map2k7,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,59.312,15,4,3,4,4,18.0984992980957,17.9188003540039,17.4081001281738,18.2113990783691,16.8397006988525,17.528600692749,18.1240997314453,17.0981998443604,16.6350002288818,20.2833995819092,21.0697002410889,20.4071998596191,20.2873001098633,30,IRAK1,NONE
FALSE,0,-2.03170013427734,Q8CE96,Q8CE96,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,Trmt6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,55.518,12,4,3,1,4,15.8615999221802,16.5492000579834,15.6605997085571,14.9826002120972,14.9053001403809,13.6128997802734,NA,NA,13.9920997619629,16.3691806793213,16.9673004150391,16.2964401245117,16.4207000732422,30,IRAK1,NONE
FALSE,0.494153328046821,-0.502716700236002,Q8CEC0,Q8CEC0,Nuclear pore complex protein Nup88,Nup88,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,84.937,13,3,3,3,4,15.9139003753662,15.7231998443604,NA,16.5296001434326,15.6466999053955,17.0503997802734,15.1689004898071,14.8439998626709,15.9345998764038,18.783899307251,19.0062999725342,18.9272994995117,18.4855995178223,30,IRAK1,NONE
FALSE,0,NA,Q8CEE0,Q8CEE0,Centrosomal protein of 57 kDa,Cep57,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,56.909,9,4,1,0,4,11.3979997634888,9.67975997924805,10.0549001693726,9.9317798614502,NA,NA,NA,NA,NA,21.4111003875732,21.5291996002197,21.5548992156982,21.9538993835449,30,IRAK1,NONE
FALSE,0.853975576297045,-1.47146638234456,Q8CEE6,Q8CEE6,PAS domain-containing serine/threonine-protein kinase,Pask,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,8,151.25,15,4,3,4,4,16.6580009460449,16.7548999786377,16.2451992034912,15.711199760437,15.2406997680664,15.7645998001099,16.449800491333,15.0643005371094,13.7295999526978,17.7996997833252,18.8715000152588,17.6315002441406,18.5641002655029,30,IRAK1,NONE
FALSE,0.427605192257145,-1.00433286031087,Q8CEE7,Q8CEE7,Retinol dehydrogenase 13,Rdh13,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,5,36.464,12,4,4,4,0,18.1417999267578,16.6529998779297,17.8493995666504,14.9745998382568,16.3546009063721,16.7691993713379,17.2954998016357,14.762300491333,17.5734004974365,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0,NA,Q8CEG5,Q8CEG5,Coiled-coil domain-containing protein 28B,Ccdc28b,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,22.032,6,4,1,0,1,15.1023998260498,15.3261003494263,15.6592998504639,16.0000991821289,NA,NA,NA,NA,NA,NA,19.5412998199463,NA,NA,30,IRAK1,NONE
FALSE,0,-1.225066502889,Q8CES0,Q8CES0,N-alpha-acetyltransferase 30,Naa30,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,39.432,12,4,3,2,3,18.149600982666,18.0279006958008,16.99049949646,18.2227993011475,16.8211994171143,18.8183002471924,16.4976005554199,NA,NA,20.7483997344971,20.8264999389648,21.1315994262695,NA,30,IRAK1,NONE
FALSE,0,NA,Q8CF89,Q8CF89,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,Tab1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,54.616,5,3,2,0,0,NA,12.1196002960205,12.7952003479004,NA,12.9618997573853,13.6014995574951,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0,0.558266639709473,Q8CFE2,Q8CFE2,UPF0609 protein C4orf27 homolog,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,39.291,5,4,0,1,0,16.8838005065918,15.8218002319336,14.1764001846313,NA,NA,NA,NA,16.1856002807617,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,3.18100858091103,1.06719970703125,Q8CFE3;Q8C796,Q8CFE3,REST corepressor 1,Rcor1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,7,52.714,16,4,4,4,4,19.1891002655029,19.0538005828857,18.9081993103027,19.8255004882813,18.6476001739502,19.3253993988037,20.0506000518799,20.0326995849609,20.2693996429443,22.0408992767334,22.8777008056641,22.317699432373,22.763500213623,30,IRAK1,NONE
FALSE,0,NA,Q8CFE6,Q8CFE6,Sodium-coupled neutral amino acid transporter 2,Slc38a2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,55.503,4,1,3,0,0,NA,16.9976997375488,NA,17.2901000976563,16.7444000244141,17.4979000091553,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0,NA,Q8CFI5,Q8CFI5,"Probable proline--tRNA ligase, mitochondrial",Pars2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,53.517,6,4,2,0,0,14.5183000564575,13.7797002792358,14.0460996627808,13.9696998596191,12.9918994903564,NA,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,1.69516077883704,-0.870466232299805,Q8CFI7,Q8CFI7,DNA-directed RNA polymerase II subunit RPB2,Polr2b,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,26,133.91,16,4,4,4,4,20.513599395752,20.2887001037598,20.032299041748,19.8384990692139,19.8206996917725,20.4957008361816,19.6161003112793,19.0347995758057,19.5722999572754,23.4559993743896,23.855899810791,23.4218006134033,23.8153991699219,30,IRAK1,NONE
FALSE,0,-0.580000241597494,Q8CFJ9,Q8CFJ9,WD repeat-containing protein 24,Wdr24,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,88.184,7,4,2,1,0,13.9251003265381,14.2994003295898,13.5915994644165,NA,12.9653997421265,13.5718994140625,NA,13.358699798584,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.820083275148736,-0.489199956258137,Q8CFQ3,Q8CFQ3,Intron-binding protein aquarius,Aqr,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,26,170.29,15,4,3,4,4,19.2357006072998,19.0084991455078,18.6296005249023,18.3570995330811,19.2674007415771,19.5289001464844,18.215799331665,18.8906002044678,18.2998008728027,22.7105007171631,22.4559001922607,22.176399230957,22.8906002044678,30,IRAK1,NONE
FALSE,1.09148232023878,-0.408999760945637,Q8CG46,Q8CG46,Structural mainte1000ce of chromosomes protein 5,Smc5,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,13,128.81,16,4,4,4,4,18.355899810791,17.8913993835449,17.8871002197266,17.1135005950928,17.1863994598389,17.3425998687744,17.4713001251221,17.7028007507324,17.7332992553711,20.4570999145508,20.7982006072998,19.6366004943848,20.6257991790771,30,IRAK1,NONE
FALSE,2.61163072607014,-1.44093259175619,Q8CG47,Q8CG47,Structural mainte1000ce of chromosomes protein 4,Smc4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,34,146.89,16,4,4,4,4,20.3780002593994,20.7082996368408,20.0408992767334,19.9675006866455,19.4571990966797,20.0643005371094,19.1081008911133,18.8183002471924,18.8780002593994,21.7308006286621,21.7085990905762,22.234899520874,22.2535991668701,30,IRAK1,NONE
FALSE,1.275271112942,-0.812000274658203,Q8CG48,Q8CG48,Structural mainte1000ce of chromosomes protein 2,Smc2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,30,134.24,16,4,4,4,4,20.1438007354736,20.1443004608154,19.7164993286133,19.6039009094238,18.9547996520996,20.0023002624512,19.5925006866455,18.6966991424561,19.2793998718262,22.2040996551514,22.17919921875,22.4480991363525,22.324499130249,30,IRAK1,NONE
FALSE,1.13018120315704,-1.71276617050171,Q8CG76,Q8CG76,Aflatoxin B1 aldehyde reductase member 2,Akr7a2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,40.612,13,4,2,3,4,17.8591995239258,17.6198997497559,16.4391002655029,NA,15.8067998886108,17.0443000793457,15.9793004989624,15.2073001861572,NA,19.2014007568359,20.1217002868652,19.4918003082275,20.4251003265381,30,IRAK1,NONE
FALSE,0.105981616851337,-0.0886993408203125,Q8CGC4,Q8CGC4,Protein LSM14 homolog B,Lsm14b,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,5,42.309,16,4,4,4,4,19.5904998779297,19.2854995727539,19.3850994110107,18.7560005187988,20.0419998168945,19.8456993103027,19.9001007080078,19.1296005249023,18.9652996063232,23.43869972229,23.6672992706299,23.2807998657227,23.3390998840332,30,IRAK1,NONE
FALSE,0.0248091716926296,-0.0149002075195313,Q8CGC6,Q8CGC6,RNA-binding protein 28,Rbm28,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,18,84.213,15,4,3,4,4,20.1903991699219,20.1937999725342,19.6867008209229,19.8889999389648,19.9216995239258,20.0009002685547,20.1476001739502,19.792200088501,20.0863990783691,23.3624992370605,23.4067001342773,23.4106998443604,23.8439998626709,30,IRAK1,NONE
FALSE,2.64733383047901,-1.34169960021973,Q8CGC7,Q8CGC7,Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase,Eprs,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,36,170.08,16,4,4,4,4,20.4710998535156,20.3458995819092,19.8397998809814,19.5188007354736,19.2577991485596,20.5030994415283,18.8679008483887,18.8761005401611,18.8876991271973,22.7982997894287,23.2781009674072,22.5585994720459,23.1123008728027,30,IRAK1,NONE
FALSE,0,NA,Q8CGE9,Q8CGE9,Regulator of G-protein signaling 12,Rgs12,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,149.64,5,4,1,0,0,14.6689004898071,14.3882999420166,12.9637002944946,14.8151998519897,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,2.2761394758895,-1.28406651814779,Q8CGF7,Q8CGF7,Transcription elongation regulator 1,Tcerg1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,7,123.79,15,4,3,4,4,17.4095993041992,17.0337009429932,16.6525993347168,16.5886993408203,15.7427997589111,17.4258003234863,15.6641998291016,15.6696004867554,15.9098997116089,18.0125999450684,18.6888999938965,17.5888996124268,18.5662002563477,30,IRAK1,NONE
